setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A7188,EURUSD,2008-02-21T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.4737,1.4723,1.4721,1.4793,,4.0,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,2,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2008-02-21T13:00:00+00:00,BOS,BOS,holding,False,none,True,0,1.31,2.33,2.33,solid,0.54,,2.386,0.002221,0.25,0,False,,,,,False,15,bullish,with_trend,2008-02-21T14:00:00+00:00,1,2008-02-21T14:00:00+00:00,LONG,,counter,68.9,False,5,no_fvg,NY,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7189,EURUSD,2008-02-26T07:00:00+00:00,2008-02-26T08:00:00+00:00,2008-02-26T08:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.4822,1.483,1.4832,1.4794,,3.5,,sl,1.4832,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,6.0,2.0,5,premium,0.0,False,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-02-26T02:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,0,2.45,1.99,1.33,marginal,0.488,,0.733,0.001229,0.5,1,False,,,,,False,7,bullish,against_trend,2008-02-26T06:00:00+00:00,1,2008-02-26T06:00:00+00:00,SHORT,,aligned,53.0,False,0,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7190,EURUSD,2008-02-26T13:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.4826,1.4808,1.4806,1.4861,,1.94,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,9,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-26T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.68,2.23,2.23,solid,0.752,2.067,0.658,0.002129,0.938,1,False,,,,,False,13,bullish,with_trend,2008-02-26T12:00:00+00:00,1,2008-02-26T08:00:00+00:00,LONG,,aligned,44.0,False,4,fresh,Asia,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7191,EURUSD,2008-02-26T17:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.4826,1.4776,1.4774,1.4922,,1.92,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,11,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-26T06:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.53,1.73,1.73,solid,1.861,1.706,0.543,0.002579,0.542,0,False,,,,,False,17,bullish,with_trend,2008-02-26T16:00:00+00:00,1,2008-02-26T08:00:00+00:00,LONG,,aligned,33.3,False,4,fresh,Asia,NY,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7192,EURUSD,2008-02-28T07:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.5049,1.5023,1.5021,1.5137,,3.38,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,21,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-27T10:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.67,1.79,1.79,solid,1.231,0.462,5.385,0.00195,0.5,1,False,,,,,False,7,bullish,with_trend,2008-02-28T06:00:00+00:00,1,2008-02-27T14:00:00+00:00,LONG,,counter,74.5,False,3,fresh,London,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7193,EURUSD,2008-02-28T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.511,1.507,1.5068,1.518,,1.75,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-02-28T09:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.82,1.73,1.73,solid,1.622,0.341,1.024,0.002343,0.316,0,False,,,,,False,15,bullish,with_trend,2008-02-28T14:00:00+00:00,1,2008-02-28T13:00:00+00:00,LONG,,aligned,35.2,False,6,fresh,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7194,EURUSD,2008-03-03T14:00:00+00:00,2008-03-03T15:00:00+00:00,2008-03-03T15:00:00+00:00,NY,bullish,BOS BOS,proximal,1.5185,1.5163,1.5161,1.5224,,1.77,,sl,1.5161,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,7.0,2.0,6,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-03T08:00:00+00:00,BOS,BOS,holding,True,partial,False,0,1.17,2.33,2.33,solid,0.814,0.529,2.849,0.002457,0.25,0,False,,,,,False,14,bullish,with_trend,2008-03-03T13:00:00+00:00,1,2008-03-03T13:00:00+00:00,LONG,,aligned,22.7,False,3,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7195,EURUSD,2008-03-05T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.5106,1.508,1.5078,1.521,,4.0,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,97,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-28T06:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,0.78,1.17,1.17,marginal,1.436,0.479,1.436,0.001671,0.417,1,False,,,,,False,8,bullish,with_trend,2008-03-05T07:00:00+00:00,1,2008-02-28T12:00:00+00:00,LONG,,aligned,-28.5,False,2,fresh,Asia,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7196,EURUSD,2008-03-05T13:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.5181,1.5143,1.5141,1.5238,1.5248,1.5,1.76,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2008-03-05T07:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.64,1.92,1.92,solid,1.787,,1.738,0.002014,0.222,0,False,,,,,False,13,bullish,with_trend,2008-03-05T12:00:00+00:00,1,2008-03-05T12:00:00+00:00,LONG,,aligned,28.1,False,5,no_fvg,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7197,EURUSD,2008-03-06T05:00:00+00:00,2008-03-06T06:00:00+00:00,2008-03-06T07:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.5283,1.527,1.5268,1.5301,,1.38,,tp1,1.5301,1.2,1.38,6.4,300.0,True,,1.2,-0.0,,,1,1,-1,5.0,2.0,4,premium,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-03-06T01:00:00+00:00,BOS,BOS,fading,False,none,False,0,0.73,1.19,1.19,marginal,0.664,,5.974,0.001657,0.727,0,False,,,,,False,5,bullish,with_trend,2008-03-06T04:00:00+00:00,1,2008-03-06T04:00:00+00:00,LONG,,counter,88.5,False,5,no_fvg,Asia,Asia,False,False,Neither,Caution: Late-Trend Chase,caution,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7198,EURUSD,2008-03-07T06:00:00+00:00,2008-03-07T07:00:00+00:00,2008-03-07T12:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.5378,1.537,1.5368,1.5429,,6.38,,tp1,1.5429,5.1,6.38,0.0,1275.0,True,,5.1,-0.0,,,5,5,-1,6.0,3.0,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-07T01:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.04,1.31,1.31,marginal,0.35,0.35,11.258,0.001714,0.5,0,False,,,,,False,6,bullish,with_trend,2008-03-07T05:00:00+00:00,1,2008-03-07T04:00:00+00:00,LONG,False,counter,82.0,False,5,fresh,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7199,EURUSD,2008-03-11T09:00:00+00:00,2008-03-11T11:00:00+00:00,2008-03-11T11:00:00+00:00,London,bullish,BOS BOS,proximal,1.5363,1.5337,1.5335,1.5403,,1.54,,sl,1.5335,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,6.0,3.0,4,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-03-11T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.29,3.08,3.08,strong,1.282,,1.763,0.001871,0.75,0,False,,,,,False,9,bullish,with_trend,2008-03-11T08:00:00+00:00,1,2008-03-11T08:00:00+00:00,LONG,,aligned,34.0,False,1,no_fvg,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7200,EURUSD,2008-03-17T07:00:00+00:00,2008-03-18T18:00:00+00:00,2008-03-19T14:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.5645,1.5596,1.5594000000000001,1.5902,,5.24,,sl,1.5645,0.0,-1.0,-1.0,0.0,True,,2.765,-0.627,False,False,20,-1,-1,100.0,42.0,16,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2008-03-14T14:00:00+00:00,BOS,Confirm,holding,False,full,False,0,2.87,1.12,1.12,marginal,0.994,,7.402,0.004729,0.766,0,False,,,,,False,7,bullish,with_trend,2008-03-17T06:00:00+00:00,1,2008-03-17T00:00:00+00:00,LONG,False,counter,58.6,False,1,fresh,NY,NY,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7201,EURUSD,2008-03-18T10:00:00+00:00,2008-03-18T11:00:00+00:00,2008-03-18T17:00:00+00:00,London,bullish,BOS BOS,proximal,1.5776,1.5746,1.5744,1.5902,,4.2,,sl,1.5744,-1.0,-1.0,-1.0,-250.0,True,,0.969,-0.562,False,False,6,-1,-1,5.0,2.0,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-18T06:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.76,1.1,1.1,marginal,1.086,0.116,3.064,0.002579,0.75,0,False,,,,,False,10,bullish,with_trend,2008-03-18T09:00:00+00:00,1,2008-03-18T09:00:00+00:00,LONG,,counter,79.7,False,2,fresh,Asia,London,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7202,EURUSD,2008-03-19T18:00:00+00:00,2008-03-19T23:00:00+00:00,2008-03-20T06:00:00+00:00,NY,bullish,BOS BOS,proximal,1.5573,1.554,1.5538,1.5626,1.5644,1.61,2.15,sl,1.5573,0.0,-1.0,-1.0,0.0,True,,1.0,-0.143,True,False,7,-1,-1,162.0,109.0,108,discount,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2008-03-13T05:00:00+00:00,BOS,BOS,holding,False,none,False,2,0.24,0.3,0.3,marginal,0.625,,4.72,0.004957,0.548,0,False,,,,,False,18,bullish,with_trend,2008-03-19T17:00:00+00:00,1,2008-03-13T09:00:00+00:00,LONG,False,aligned,-3.2,False,1,no_fvg,Asia,Other,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7203,EURUSD,2008-04-01T06:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,proximal,1.5771,1.5781,1.5783,1.5748,,2.3,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,discount,0.0,False,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-04-01T03:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.33,2.93,1.95,solid,0.404,,1.365,0.001979,0.25,0,False,,,,,False,6,bullish,against_trend,2008-04-01T05:00:00+00:00,1,2008-04-01T05:00:00+00:00,SHORT,,counter,26.9,False,0,no_fvg,Asia,Asia,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7204,EURUSD,2008-04-01T07:00:00+00:00,2008-04-01T12:00:00+00:00,2008-04-01T14:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.5615,1.5582,1.558,1.5785,,5.15,,sl,1.558,-1.0,-1.0,-1.0,-250.0,True,,0.371,-0.457,True,False,2,-1,-1,151.0,99.0,96,discount,0.0,,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-26T05:00:00+00:00,BOS,Confirm,holding,True,partial,False,1,0.64,2.96,2.96,strong,0.775,2.15,3.75,0.004,0.484,0,False,,,,,False,7,bullish,with_trend,2008-04-01T06:00:00+00:00,1,2008-03-26T07:00:00+00:00,LONG,,aligned,-83.5,False,1,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7205,EURUSD,2008-04-02T05:00:00+00:00,2008-04-02T05:00:00+00:00,2008-04-02T05:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.5562,1.5535,1.5533000000000001,1.5622,,2.22,,sl,1.5533000000000001,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,191.0,138.0,141,discount,0.0,,6.0,3.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-25T06:00:00+00:00,BOS,BOS,holding,True,partial,False,1,0.36,1.35,1.35,marginal,1.254,0.853,1.756,0.001993,0.4,1,False,,,,,False,5,bullish,with_trend,2008-04-02T04:00:00+00:00,1,2008-03-25T09:00:00+00:00,LONG,,aligned,-0.3,False,1,fresh,Asia,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7206,EURUSD,2008-04-02T09:00:00+00:00,2008-04-02T12:00:00+00:00,2008-04-02T12:00:00+00:00,London,bullish,BOS BOS,proximal,1.5603,1.5582,1.558,1.5656,,2.52,,sl,1.558,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,8.0,4.0,5,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-02T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.54,1.05,1.05,marginal,0.76,1.0,1.64,0.0025,0.895,1,False,,,,,False,9,bullish,with_trend,2008-04-02T08:00:00+00:00,1,2008-04-02T08:00:00+00:00,LONG,,aligned,12.0,False,1,fresh,Asia,London,False,True,Fill only,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7207,EURUSD,2008-04-04T08:00:00+00:00,2008-04-07T02:00:00+00:00,2008-04-07T02:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.5672,1.5651,1.5649,1.5785,,5.38,,sl,1.5649,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,68.0,18.0,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2008-04-04T06:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.62,2.49,1.66,solid,0.864,,1.864,0.0022,0.632,0,False,,,,,False,8,bearish,against_trend,2008-04-04T07:00:00+00:00,1,2008-04-04T07:00:00+00:00,LONG,,counter,76.1,False,0,no_fvg,Asia,Asia,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7208,EURUSD,2008-04-08T04:00:00+00:00,2008-04-08T11:00:00+00:00,2008-04-08T12:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.5715,1.5694,1.5692,1.5773,,2.76,,sl,1.5692,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,1,-1,-1,14.0,9.0,7,premium,0.0,,8.0,4.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-04-07T21:00:00+00:00,BOS,Confirm,holding,True,partial,True,0,0.93,1.74,1.74,solid,0.769,2.428,6.353,0.002471,0.316,1,False,,,,,False,4,bullish,with_trend,2008-04-08T03:00:00+00:00,1,2008-04-08T02:00:00+00:00,LONG,,counter,60.5,False,1,fresh,Other,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7209,EURUSD,2008-04-09T05:00:00+00:00,2008-04-09T12:00:00+00:00,2008-04-09T14:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.5746,1.5769,1.5771,1.5702,1.5693,1.91,2.3,sl,1.5771,-1.0,-1.0,-1.0,-250.0,True,,0.24,-0.76,False,False,2,-1,-1,27.0,24.0,20,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-08T09:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.43,1.15,1.15,marginal,1.118,0.426,2.875,0.001879,0.524,0,False,,,,,False,5,bearish,with_trend,2008-04-09T04:00:00+00:00,1,2008-04-08T12:00:00+00:00,SHORT,,aligned,58.1,False,1,fresh,London,London,False,True,Fill only,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7210,EURUSD,2008-04-09T07:00:00+00:00,2008-04-09T08:00:00+00:00,2008-04-09T11:00:00+00:00,London,bullish,BOS BOS,proximal,1.5707,1.5685,1.5683,1.5773,,3.0,,sl,1.5707,0.0,3.0,3.958,0.0,True,,1.458,-0.0,True,True,3,6,-1,6.0,2.0,5,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-04-09T02:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.57,1.71,1.71,solid,1.011,,1.971,0.001979,0.3,1,False,,,,,False,7,bullish,with_trend,2008-04-09T06:00:00+00:00,1,2008-04-09T06:00:00+00:00,LONG,False,aligned,26.6,False,2,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7211,EURUSD,2008-04-10T15:00:00+00:00,2008-04-10T15:00:00+00:00,2008-04-10T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.5728,1.5713,1.5711,1.5773,,3.0,,sl,1.5728,0.0,3.0,0.0,0.0,True,,1.529,-0.176,True,True,2,11,-1,29.0,24.0,29,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-09T10:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,2.22,1.3,1.3,marginal,0.405,0.343,1.216,0.003207,0.923,0,False,,,,,False,15,bullish,with_trend,2008-04-10T14:00:00+00:00,1,2008-04-09T15:00:00+00:00,LONG,True,aligned,28.4,False,2,fresh,London,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7212,EURUSD,2008-04-10T16:00:00+00:00,2008-04-14T11:00:00+00:00,2008-04-15T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.587,1.5915,1.5917,1.5786,1.5748,1.87,2.71,sl,1.587,0.0,1.87,0.0,0.0,True,,1.617,-0.298,True,True,21,25,-1,98.0,44.0,7,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-10T09:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.58,1.21,1.21,marginal,1.099,0.562,2.172,0.003914,0.465,0,False,,,,,False,16,bearish,with_trend,2008-04-10T15:00:00+00:00,1,2008-04-10T14:00:00+00:00,SHORT,False,aligned,82.0,False,1,fresh,London,London,False,True,Fill only,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7213,EURUSD,2008-04-11T05:00:00+00:00,2008-04-11T06:00:00+00:00,2008-04-11T07:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.5812,1.5849,1.5851,1.5738,,2.0,,sl,1.5851,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,1,-1,-1,23.0,16.0,22,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-10T07:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.28,2.68,1.78,solid,1.696,1.066,1.163,0.002064,0.971,2,False,,,,,False,5,bullish,against_trend,2008-04-11T04:00:00+00:00,1,2008-04-10T14:00:00+00:00,SHORT,,aligned,57.7,False,0,fresh,London,Asia,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7214,EURUSD,2008-04-15T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.5718,1.5693,1.5691,1.5773,,2.2,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,34,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-14T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.21,1.45,1.45,marginal,0.774,0.639,1.548,0.002971,0.435,1,False,,,,,False,14,bearish,against_trend,2008-04-15T13:00:00+00:00,1,2008-04-14T11:00:00+00:00,LONG,,aligned,22.1,False,1,fresh,Asia,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7215,EURUSD,2008-04-15T14:00:00+00:00,2008-04-16T06:00:00+00:00,2008-04-16T09:00:00+00:00,NY,bearish,BOS BOS,proximal,1.5832,1.5868,1.587,1.5738,,2.61,,sl,1.587,-1.0,-1.0,-1.0,-250.0,True,,0.211,-0.816,False,False,3,-1,-1,23.0,17.0,7,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-15T07:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.68,1.04,1.04,marginal,1.217,0.143,1.325,0.002793,0.735,1,False,,,,,False,14,bearish,with_trend,2008-04-15T13:00:00+00:00,1,2008-04-15T13:00:00+00:00,SHORT,,aligned,79.3,False,2,fresh,London,Asia,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7216,EURUSD,2008-04-16T06:00:00+00:00,,,Asia,bullish,BOS BOS,proximal,1.5794,1.5776,1.5774,1.5837,1.5846,2.39,2.89,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-04-16T03:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.6,1.2,1.2,marginal,0.718,,2.378,0.002229,0.5,0,False,,,,,False,6,bullish,with_trend,2008-04-16T05:00:00+00:00,1,2008-04-16T05:00:00+00:00,LONG,,aligned,34.4,False,2,no_fvg,Asia,Asia,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7217,EURUSD,2008-04-17T12:00:00+00:00,2008-04-17T13:00:00+00:00,2008-04-18T06:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.5934,1.5977,1.5978999999999999,1.5811,,2.86,,sl,1.5934,0.0,2.86,0.0,0.0,True,,1.422,-0.222,False,False,17,22,-1,6.0,2.0,5,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-17T07:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.6,1.98,1.32,marginal,1.242,0.364,0.879,0.0033,0.927,1,False,,,,,False,12,bullish,against_trend,2008-04-17T11:00:00+00:00,1,2008-04-17T11:00:00+00:00,SHORT,True,aligned,80.5,False,0,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
